date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:56:44	89377/89377	---M--	200	added ('OK')	image/jpeg	etag:%22690120a-15d21-6187959186f01%22	https://billsakshi.com/wp-content/uploads/2021/04/david-villasana-1vFLiUsIS6E-unsplash-1024x683-1-768x512.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/david-villasana-1vFLiUsIS6E-unsplash-1024x683-1-768x512.jpg	(from https://billsakshi.com/blog/)
14:56:44	33444/33444	---M--	200	added ('OK')	image/jpeg	etag:%226901214-82a4-618795943effd%22	https://billsakshi.com/wp-content/uploads/2021/04/tom-barrett-hIzjVUqhiBQ-unsplash-1024x682-1-768x512.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/tom-barrett-hIzjVUqhiBQ-unsplash-1024x682-1-768x512.jpg	(from https://billsakshi.com/blog/)
14:56:44	59859/59859	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2009:26:43%20GMT	https://billsakshi.com/category/freelance/	/home/ramps/Desktop/bilsakshi/billsakshi.com/category/freelance/index.html	(from https://billsakshi.com/blog/)
14:56:44	86942/86942	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2009:26:43%20GMT	https://billsakshi.com/design/tools-and-tips-to-successfully-organize-your-small-business/	/home/ramps/Desktop/bilsakshi/billsakshi.com/design/tools-and-tips-to-successfully-organize-your-small-business/index.html	(from https://billsakshi.com/blog/)
14:56:45	10788/10788	---M-Z	200	added ('OK')	text/css	etag:%226900dad-2a24-618795745d2f2-gzip%22	https://billsakshi.com/wp-content/plugins/kadence-blocks/dist/style-blocks-testimonials.css?ver=3.2.38	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/plugins/kadence-blocks/dist/style-blocks-testimonialsd6e2.css	(from https://billsakshi.com/services/)
14:56:45	57061/57061	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2009:26:44%20GMT	https://billsakshi.com/blog/page/2/	/home/ramps/Desktop/bilsakshi/billsakshi.com/blog/page/2/index.html	(from https://billsakshi.com/blog/)
14:56:46	86992/86992	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2009:26:44%20GMT	https://billsakshi.com/marketing/writing-a-business-case-what-it-is-and-how-to-write/	/home/ramps/Desktop/bilsakshi/billsakshi.com/marketing/writing-a-business-case-what-it-is-and-how-to-write/index.html	(from https://billsakshi.com/blog/)
14:56:47	126240/126240	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:26:45%20GMT	https://billsakshi.com/wp-json/wp/v2/pages/873	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/pages/873.json	(from https://billsakshi.com/services/)
14:56:48	2049/2049	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:26:46%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fservices%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embeddc25.json	(from https://billsakshi.com/services/)
14:56:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:26:47%20GMT	https://billsakshi.com/?p=873	/home/ramps/Desktop/bilsakshi/billsakshi.com/indexcc82.html	(from https://billsakshi.com/services/)
14:56:48	2209/2209	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:26:47%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fservices%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed2f7e	(from https://billsakshi.com/services/)
14:56:50	1965/1965	---MC-	200	added ('OK')	text/css	date:Thu,%2016%20May%202024%2009:26:48%20GMT	https://fonts.googleapis.com/css?family=Jost:regular,700,900,800,500,600italic%7CInter:900,800,700&subset=latin&display=swap	/home/ramps/Desktop/bilsakshi/fonts.googleapis.com/css8ed3.css	(from https://billsakshi.com/services/)
14:56:50	4087/4087	---M--	200	added ('OK')	image/jpeg	etag:%226901262-ff7-618795ab61426%22	https://billsakshi.com/wp-content/uploads/2021/04/03-150x150.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/03-150x150.jpg	(from https://billsakshi.com/services/)
14:56:51	27983/27983	---M--	200	added ('OK')	image/png	etag:%22690123e-6d4f-618795a323971%22	https://billsakshi.com/wp-content/uploads/2021/04/10-5-150x150.png	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/10-5-150x150.png	(from https://billsakshi.com/services/)
14:56:52	4554/4554	---M--	200	added ('OK')	image/jpeg	etag:%226901260-11ca-618795aad9451%22	https://billsakshi.com/wp-content/uploads/2021/04/01-150x150.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/01-150x150.jpg	(from https://billsakshi.com/services/)
14:56:53	9052/9052	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:26:52%20GMT	https://billsakshi.com/wp-json/wp/v2/pages/392	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/pages/392.json	(from https://billsakshi.com/support-faq/)
14:56:55	2082/2082	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:26:53%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fsupport-faq%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embede24b.json	(from https://billsakshi.com/support-faq/)
14:56:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:26:55%20GMT	https://billsakshi.com/?p=392	/home/ramps/Desktop/bilsakshi/billsakshi.com/indexead8.html	(from https://billsakshi.com/support-faq/)
14:56:55	2242/2242	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:26:55%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fsupport-faq%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed0427	(from https://billsakshi.com/support-faq/)
14:56:56	9718/9718	---M-Z	200	added ('OK')	text/css	etag:%226900da1-25f6-618795745cb22-gzip%22	https://billsakshi.com/wp-content/plugins/kadence-blocks/dist/style-blocks-form.css?ver=3.2.38	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/plugins/kadence-blocks/dist/style-blocks-formd6e2.css	(from https://billsakshi.com/contact/)
14:56:58	47431/47431	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:26:56%20GMT	https://billsakshi.com/wp-json/wp/v2/pages/790	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/pages/790.json	(from https://billsakshi.com/contact/)
14:56:59	2044/2044	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:26:57%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fcontact%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embedde2a.json	(from https://billsakshi.com/contact/)
14:56:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:26:58%20GMT	https://billsakshi.com/?p=790	/home/ramps/Desktop/bilsakshi/billsakshi.com/index895e.html	(from https://billsakshi.com/contact/)
14:56:59	2204/2204	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:26:58%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fcontact%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed08ef	(from https://billsakshi.com/contact/)
14:57:00	8330/8330	---M-Z	200	added ('OK')	text/javascript	etag:%226900df6-208a-618795745f232-gzip%22	https://billsakshi.com/wp-content/plugins/kadence-blocks/includes/assets/js/kb-form-block.min.js?ver=3.2.38	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/plugins/kadence-blocks/includes/assets/js/kb-form-block.mind6e2.js	(from https://billsakshi.com/contact/)
14:57:02	606/606	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:00%20GMT	https://billsakshi.com/wp-json/wp/v2/categories/1	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/categories/1.json	(from https://billsakshi.com/category/uncategorized/)
14:57:02	5759/5759	---M-Z	200	added ('OK')	text/css	etag:%226186108-167f-6187943be3120-gzip%22	https://billsakshi.com/wp-content/themes/kadence/assets/css/comments.min.css?ver=1.2.4	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/themes/kadence/assets/css/comments.min9030.css	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:03	996/996	---M-Z	200	added ('OK')	text/css	etag:%22618611d-3e4-6187943be40c0-gzip%22	https://billsakshi.com/wp-content/themes/kadence/assets/css/related-posts.min.css?ver=1.2.4	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/themes/kadence/assets/css/related-posts.min9030.css	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:04	1980/1980	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/category/uncategorized/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/category/uncategorized/feed/index.html	(from https://billsakshi.com/category/uncategorized/)
14:57:04	9097/9097	---M-Z	200	added ('OK')	text/css	etag:%226186117-2389-6187943be3cd8-gzip%22	https://billsakshi.com/wp-content/themes/kadence/assets/css/kadence-splide.min.css?ver=1.2.4	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/themes/kadence/assets/css/kadence-splide.min9030.css	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:05	784/784	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/uncategorized/hello-world/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/uncategorized/hello-world/feed/index.html	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:06	2037/2037	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:04%20GMT	https://billsakshi.com/wp-json/wp/v2/posts/1	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/posts/1.json	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:07	2097/2097	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:05%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Funcategorized%2Fhello-world%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embedfceb.json	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:27:06%20GMT	https://billsakshi.com/?p=1	/home/ramps/Desktop/bilsakshi/billsakshi.com/indexcff1.html	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:07	2255/2255	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:27:06%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Funcategorized%2Fhello-world%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embedace9	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:08	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Thu,%2016%20May%202024%2009:27:07%20GMT	https://billsakshi.com/xmlrpc.php	/home/ramps/Desktop/bilsakshi/billsakshi.com/xmlrpc.php	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:09	2981/2981	---M-Z	200	added ('OK')	text/javascript	etag:%2260e56c5-ba5-5dc2a2438e980-gzip%22	https://billsakshi.com/wp-includes/js/comment-reply.min.js?ver=6.5.3	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-includes/js/comment-reply.minef10.js	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:10	2429/2429	---M-Z	200	added ('OK')	text/javascript	etag:%22618619f-97d-6187943bedd01-gzip%22	https://billsakshi.com/wp-content/themes/kadence/assets/js/splide-init.min.js?ver=1.2.4	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/themes/kadence/assets/js/splide-init.min9030.js	(from https://billsakshi.com/uncategorized/hello-world/)
14:57:12	6502/6502	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:10%20GMT	https://billsakshi.com/wp-json/wp/v2/posts/146	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/posts/146.json	(from https://billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/)
14:57:13	2445/2445	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:12%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fsaas%2Fwhy-startups-fail-11-mistakes-founders-keep-making%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embeddd64.json	(from https://billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/)
14:57:13	883/883	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/feed/index.html	(from https://billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/)
14:57:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:27:12%20GMT	https://billsakshi.com/?p=146	/home/ramps/Desktop/bilsakshi/billsakshi.com/indexf488.html	(from https://billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/)
14:57:13	2641/2641	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:27:12%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fsaas%2Fwhy-startups-fail-11-mistakes-founders-keep-making%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed0212	(from https://billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/)
14:57:14	46005/46005	---M--	200	added ('OK')	image/jpeg	etag:%2269011e3-b3b5-61879589f1bac%22	https://billsakshi.com/wp-content/uploads/2021/04/joshua-coleman-KzPefInJW58-unsplash-1024x682-1.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/joshua-coleman-KzPefInJW58-unsplash-1024x682-1.jpg	(from https://billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/)
14:57:15	22155/22155	---M--	200	added ('OK')	image/jpeg	etag:%226901219-568b-61879595f5f98%22	https://billsakshi.com/wp-content/uploads/2021/04/alex-cKH9F7Wjn9U-unsplash-1024x598-1.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/alex-cKH9F7Wjn9U-unsplash-1024x598-1.jpg	(from https://billsakshi.com/saas/why-startups-fail-11-mistakes-founders-keep-making/)
14:57:17	579/579	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:15%20GMT	https://billsakshi.com/wp-json/wp/v2/categories/7	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/categories/7.json	(from https://billsakshi.com/category/saas/)
14:57:17	26137/26137	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/category/saas/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/category/saas/feed/index.html	(from https://billsakshi.com/category/saas/)
14:57:18	6523/6523	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:17%20GMT	https://billsakshi.com/wp-json/wp/v2/posts/145	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/posts/145.json	(from https://billsakshi.com/business/the-8-step-process-we-used-to-start-a-successful-podcast/)
14:57:19	908/908	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/business/the-8-step-process-we-used-to-start-a-successful-podcast/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/business/the-8-step-process-we-used-to-start-a-successful-podcast/feed/index.html	(from https://billsakshi.com/business/the-8-step-process-we-used-to-start-a-successful-podcast/)
14:57:19	2474/2474	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:17%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fbusiness%2Fthe-8-step-process-we-used-to-start-a-successful-podcast%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embedc55e.json	(from https://billsakshi.com/business/the-8-step-process-we-used-to-start-a-successful-podcast/)
14:57:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:27:18%20GMT	https://billsakshi.com/?p=145	/home/ramps/Desktop/bilsakshi/billsakshi.com/indexbe3b.html	(from https://billsakshi.com/business/the-8-step-process-we-used-to-start-a-successful-podcast/)
14:57:19	2670/2670	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:27:19%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fbusiness%2Fthe-8-step-process-we-used-to-start-a-successful-podcast%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed7fe2	(from https://billsakshi.com/business/the-8-step-process-we-used-to-start-a-successful-podcast/)
14:57:20	23754/23754	---M--	200	added ('OK')	image/jpeg	etag:%2269011ea-5cca-6187958affffe%22	https://billsakshi.com/wp-content/uploads/2021/04/davisuko-rhUU1pemhQ0-unsplash-1024x682-1.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/davisuko-rhUU1pemhQ0-unsplash-1024x682-1.jpg	(from https://billsakshi.com/business/the-8-step-process-we-used-to-start-a-successful-podcast/)
14:57:22	591/591	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:20%20GMT	https://billsakshi.com/wp-json/wp/v2/categories/3	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/categories/3.json	(from https://billsakshi.com/category/business/)
14:57:23	6505/6505	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:21%20GMT	https://billsakshi.com/wp-json/wp/v2/posts/144	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/posts/144.json	(from https://billsakshi.com/business/be-remarkable-how-to-make-your-business-stand-out/)
14:57:23	16089/16089	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/category/business/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/category/business/feed/index.html	(from https://billsakshi.com/category/business/)
14:57:23	888/888	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/business/be-remarkable-how-to-make-your-business-stand-out/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/business/be-remarkable-how-to-make-your-business-stand-out/feed/index.html	(from https://billsakshi.com/business/be-remarkable-how-to-make-your-business-stand-out/)
14:57:24	2438/2438	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:23%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fbusiness%2Fbe-remarkable-how-to-make-your-business-stand-out%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed10e8.json	(from https://billsakshi.com/business/be-remarkable-how-to-make-your-business-stand-out/)
14:57:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:27:23%20GMT	https://billsakshi.com/?p=144	/home/ramps/Desktop/bilsakshi/billsakshi.com/index421d.html	(from https://billsakshi.com/business/be-remarkable-how-to-make-your-business-stand-out/)
14:57:24	2634/2634	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:27:23%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fbusiness%2Fbe-remarkable-how-to-make-your-business-stand-out%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embedee21	(from https://billsakshi.com/business/be-remarkable-how-to-make-your-business-stand-out/)
14:57:25	13221/13221	---M--	200	added ('OK')	image/jpeg	etag:%2269011f0-33a5-6187958c13271%22	https://billsakshi.com/wp-content/uploads/2021/04/pexels-ds-stories-5040794-1024x683-1.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/pexels-ds-stories-5040794-1024x683-1.jpg	(from https://billsakshi.com/business/be-remarkable-how-to-make-your-business-stand-out/)
14:57:27	6474/6474	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:25%20GMT	https://billsakshi.com/wp-json/wp/v2/posts/143	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/posts/143.json	(from https://billsakshi.com/design/what-effect-will-ai-have-on-construction/)
14:57:27	857/857	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/design/what-effect-will-ai-have-on-construction/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/design/what-effect-will-ai-have-on-construction/feed/index.html	(from https://billsakshi.com/design/what-effect-will-ai-have-on-construction/)
14:57:28	2399/2399	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:26%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fdesign%2Fwhat-effect-will-ai-have-on-construction%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed4eab.json	(from https://billsakshi.com/design/what-effect-will-ai-have-on-construction/)
14:57:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:27:27%20GMT	https://billsakshi.com/?p=143	/home/ramps/Desktop/bilsakshi/billsakshi.com/indexdc22.html	(from https://billsakshi.com/design/what-effect-will-ai-have-on-construction/)
14:57:28	2595/2595	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:27:27%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fdesign%2Fwhat-effect-will-ai-have-on-construction%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embedd8f8	(from https://billsakshi.com/design/what-effect-will-ai-have-on-construction/)
14:57:29	48462/48462	---M--	200	added ('OK')	image/jpeg	etag:%2269011fa-bd4e-6187958ea0001%22	https://billsakshi.com/wp-content/uploads/2021/04/denys-nevozhai-w7YCquMkv2c-unsplash-1024x683-1.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/denys-nevozhai-w7YCquMkv2c-unsplash-1024x683-1.jpg	(from https://billsakshi.com/design/what-effect-will-ai-have-on-construction/)
14:57:30	9340/9340	---M--	200	added ('OK')	image/jpeg	etag:%226901218-247c-618795951617a%22	https://billsakshi.com/wp-content/uploads/2021/04/mike-dorner-sf_1ZDA1YFw-unsplash-1024x682-1-768x512.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/mike-dorner-sf_1ZDA1YFw-unsplash-1024x682-1-768x512.jpg	(from https://billsakshi.com/design/what-effect-will-ai-have-on-construction/)
14:57:31	78913/78913	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2009:27:30%20GMT	https://billsakshi.com/design/5-stages-of-team-development-what-you-need-to-know/	/home/ramps/Desktop/bilsakshi/billsakshi.com/design/5-stages-of-team-development-what-you-need-to-know/index.html	(from https://billsakshi.com/design/what-effect-will-ai-have-on-construction/)
14:57:32	585/585	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:30%20GMT	https://billsakshi.com/wp-json/wp/v2/categories/4	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/categories/4.json	(from https://billsakshi.com/category/design/)
14:57:32	21092/21092	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/category/design/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/category/design/feed/index.html	(from https://billsakshi.com/category/design/)
14:57:33	6483/6483	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:32%20GMT	https://billsakshi.com/wp-json/wp/v2/posts/142	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/wp/v2/posts/142.json	(from https://billsakshi.com/business/20-business-blogs-that-will-blow-your-mind/)
14:57:33	866/866	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a8838516f15beb53164e920f5f009901-gzip%22	https://billsakshi.com/business/20-business-blogs-that-will-blow-your-mind/feed/	/home/ramps/Desktop/bilsakshi/billsakshi.com/business/20-business-blogs-that-will-blow-your-mind/feed/index.html	(from https://billsakshi.com/business/20-business-blogs-that-will-blow-your-mind/)
14:57:34	2409/2409	---MC-	200	added ('OK')	application/json	date:Thu,%2016%20May%202024%2009:27:32%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fbusiness%2F20-business-blogs-that-will-blow-your-mind%2F	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed3d7c.json	(from https://billsakshi.com/business/20-business-blogs-that-will-blow-your-mind/)
14:57:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20May%202024%2009:27:33%20GMT	https://billsakshi.com/?p=142	/home/ramps/Desktop/bilsakshi/billsakshi.com/indexee5b.html	(from https://billsakshi.com/business/20-business-blogs-that-will-blow-your-mind/)
14:57:34	2605/2605	---M-Z	200	added ('OK')	text/xml	date:Thu,%2016%20May%202024%2009:27:33%20GMT	https://billsakshi.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbillsakshi.com%2Fbusiness%2F20-business-blogs-that-will-blow-your-mind%2F&format=xml	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-json/oembed/1.0/embed47f2	(from https://billsakshi.com/business/20-business-blogs-that-will-blow-your-mind/)
14:57:35	5561/5561	---M--	200	added ('OK')	image/jpeg	etag:%2269011f4-15b9-6187958d8391d%22	https://billsakshi.com/wp-content/uploads/2021/04/jakub-dziubak-XtUd5SiX464-unsplash-1024x684-1.jpg	/home/ramps/Desktop/bilsakshi/billsakshi.com/wp-content/uploads/2021/04/jakub-dziubak-XtUd5SiX464-unsplash-1024x684-1.jpg	(from https://billsakshi.com/business/20-business-blogs-that-will-blow-your-mind/)
